Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence,dominant_topic,topic_label
1773,ARAGORN,Frodo!  ,The Fellowship of the Ring ,8.0,1.0,POSITIVE,0.9916398525238036,Topic 8,Home & Peace
1774,ARAGORN,Boromir  ,The Fellowship of the Ring ,9.0,1.0,POSITIVE,0.8775888085365295,Topic 7,Death & Sacrifice
1775,BOROMIR,"It is a strange fate that we should suffer so much fear and     doubt over so small a thing ,such a little thing  ",The Fellowship of the Ring ,114.0,23.0,NEGATIVE,0.991134762763977,Topic 7,Death & Sacrifice
1776,ARAGORN," Boromir!    ,     Give the Ring to Frodo  ",The Fellowship of the Ring ,43.0,7.0,POSITIVE,0.99689781665802,Topic 8,Home & Peace
1777,BOROMIR, as you wish! I care not  ,The Fellowship of the Ring ,26.0,6.0,NEGATIVE,0.9875533580780028,Topic 7,Death & Sacrifice
1778,ELROND,Boromir! ,The Fellowship of the Ring ,9.0,1.0,POSITIVE,0.9937944412231444,Topic 7,Death & Sacrifice
1779,GANDALF,"Ash nazg durbatul'k, ash nazg gimbatul        ash nazg thrakatul'k ,agh burzum-ishi krimpatul.    ",The Fellowship of the Ring ,98.0,12.0,NEGATIVE,0.9975175857543944,Topic 6,Hope & Courage
1780,ELROND, Never     before has anyone uttered words of that tongue here in Imladris ,The Fellowship of the Ring ,75.0,12.0,POSITIVE,0.7013879418373108,Topic 3,The Ring & Power
1781,GANDALF,"I do not ask your pardon Master Elrond for the Black Speech     of Mordor may yet be heard in every corner of the West , The Ring is altogether     evil  ",The Fellowship of the Ring ,154.0,30.0,NEGATIVE,0.99898499250412,Topic 3,The Ring & Power
1782,BOROMIR," Aye it is a     gift! ,A gift to the foes of     Mordor. Why not use this Ring ? , Long has my father, the Steward of Gondor kept     the forces of Mordor at bey.  By the ,of our people are     your lands kept safe.  Give Gondor the weapon of the enemy, let us use     it against him   ",The Fellowship of the Ring ,287.0,57.0,POSITIVE,0.8354994058609009,Topic 3,The Ring & Power
1783,ARAGORN,"You cannot wield it.  None of us can    , The One Ring     answers to Sauron alone. It has no other master ",The Fellowship of the Ring ,107.0,21.0,NEGATIVE,0.9950313568115234,Topic 8,Home & Peace
1784,BOROMIR,and what would a     ranger know of this matter ? ,The Fellowship of the Ring ,50.0,10.0,NEGATIVE,0.99650639295578,Topic 8,Home & Peace
1785,BOROMIR, Aragorn! This.. is Isildur's heir ,The Fellowship of the Ring ,35.0,5.0,POSITIVE,0.9976354837417604,Topic 4,Journey & Quest
1786,LEGOLAS,and heir to the throne of Gondor ,The Fellowship of the Ring ,33.0,7.0,POSITIVE,0.995537519454956,Topic 3,The Ring & Power
1787,ARAGORN,"Havo dad, Legolas (,.) ",The Fellowship of the Ring ,23.0,4.0,POSITIVE,0.9544009566307068,Topic 1,War & Battle
1788,BOROMIR,"Gondor has     no King. , Gondor needs no King  ",The Fellowship of the Ring ,48.0,9.0,NEGATIVE,0.9978475570678712,Topic 4,Journey & Quest
1789,GANDALF,Aragorn is right.  We cannot use it ,The Fellowship of the Ring ,36.0,7.0,POSITIVE,0.9776816368103028,Topic 5,Fear & Danger
1790,ELROND, You have     only one choice.  The Ring must be destroyed.  ,The Fellowship of the Ring ,61.0,10.0,NEGATIVE,0.9996521472930908,Topic 3,The Ring & Power
1791,GIMLI,Then what are we waiting for ,The Fellowship of the Ring ,29.0,6.0,POSITIVE,0.9657072424888612,Topic 6,Hope & Courage
1792,ELROND,"The Ring cannot be destroyed, Gimli, son of Gloin, by any     craft that we here possess. The Ring was made in the fires of Mount Doom.      Only there can it be unmade.  It must be taken deep into Mordor and     cast back into the firey chasm from whence it came. ,One of you........... must do this ",The Fellowship of the Ring ,301.0,56.0,NEGATIVE,0.9807910919189452,Topic 8,Home & Peace
1793,GIMLI,We failed them. ,The Two Towers ,16.0,3.0,NEGATIVE,0.999711573123932,Topic 3,The Ring & Power
1794,ARAGORN,A Hobbit lay here.And the other. ,The Two Towers ,33.0,6.0,NEGATIVE,0.9694035053253174,Topic 2,Friendship & Loyalty
1795,ARAGORN,They crawled. Their hands were bound. ,The Two Towers ,38.0,6.0,NEGATIVE,0.9755257964134216,Topic 5,Fear & Danger
1796,ARAGORN,Their bonds were cut. ,The Two Towers ,22.0,4.0,NEGATIVE,0.9976565837860109,Topic 1,War & Battle
1797,ARAGORN,They ran over here. They were followed  ,The Two Towers ,40.0,7.0,NEGATIVE,0.952415943145752,Topic 1,War & Battle
1798,MERRY,"The belt! ,Run! ",The Two Towers ,16.0,3.0,NEGATIVE,0.987415611743927,Topic 5,Fear & Danger
1799,ARAGORN ,Tracks lead away from the battle... ,The Two Towers ,36.0,6.0,NEGATIVE,0.94633150100708,Topic 1,War & Battle
1800,ARAGORN,...into Fangorn Forest. ,The Two Towers ,24.0,3.0,NEGATIVE,0.9775534272193908,Topic 8,Home & Peace
1801,GIMLI,Fangorn?What madness drove them in there?,The Two Towers ,41.0,6.0,NEGATIVE,0.9962934851646424,Topic 6,Hope & Courage
1802,GANDALF,Theoden......son of Thengel......too long have you sat in     the Shadows. ,The Two Towers ,75.0,10.0,NEGATIVE,0.9956077933311462,Topic 4,Journey & Quest
1803,GIMLI,I would stay still if I were you. ,The Two Towers ,34.0,8.0,NEGATIVE,0.9908825159072876,Topic 6,Hope & Courage
1804,GANDALF,Hearken to me! I release you......from the spell.    ,The Two Towers ,53.0,8.0,POSITIVE,0.996973991394043,Topic 5,Fear & Danger
1805,THEODEN,"You have no power here ......Gandalf the ,. ",The Two Towers ,44.0,8.0,NEGATIVE,0.9996768236160278,Topic 3,The Ring & Power
1806,GANDALF,"I will draw you, Saruman, as poison is drawn from a wound.",The Two Towers ,58.0,12.0,POSITIVE,0.9949361085891724,Topic 6,Hope & Courage
1807,ARAGORN,Wait. ,The Two Towers ,6.0,1.0,NEGATIVE,0.9990392923355104,Topic 2,Friendship & Loyalty
1808,THEODEN,"If I go, Theoden dies. ",The Two Towers ,23.0,5.0,NEGATIVE,0.9983829259872437,Topic 4,Journey & Quest
1809,GANDALF,You did not kill me......you     will not kill him. ,The Two Towers ,52.0,9.0,POSITIVE,0.9942821264266968,Topic 1,War & Battle
1810,THEODEN,Rohan     is mine. ,The Two Towers ,19.0,3.0,POSITIVE,0.9990251064300536,Topic 4,Journey & Quest
1811,GANDALF,Be gone. ,The Two Towers ,9.0,2.0,NEGATIVE,0.990799844264984,Topic 5,Fear & Danger
1812,THEODEN,"I know your face.,     Eowyn. Eowyn. ,Gandalf? ",The Two Towers ,47.0,7.0,POSITIVE,0.8984206318855286,Topic 3,The Ring & Power
1813,GANDALF,"Breathe the free air again, my friend. ",The Two Towers ,39.0,7.0,POSITIVE,0.9997599720954896,Topic 4,Journey & Quest
1814,THEODEN,Dark have been my dreams of late. ,The Two Towers ,34.0,7.0,NEGATIVE,0.9783611297607422,Topic 4,Journey & Quest
1815,ARAGORN,Man cenich? ,The Two Towers ,12.0,2.0,NEGATIVE,0.9908406138420104,Topic 7,Death & Sacrifice
1816,LEGOLAS,The White Wizard approaches. ,The Two Towers ,29.0,4.0,POSITIVE,0.9970868229866028,Topic 4,Journey & Quest
1817,ARAGORN,Do not let him speak.He will put a spell on us. ,The Two Towers ,48.0,11.0,POSITIVE,0.9765231013298036,Topic 4,Journey & Quest
1818,ARAGORN,We must be quick. ,The Two Towers ,18.0,4.0,NEGATIVE,0.9913733601570128,Topic 6,Hope & Courage
1819,WHITE WIZARD,You are tracking the footstepsof two young Hobbits. ,The Two Towers ,52.0,8.0,POSITIVE,0.95292466878891,Topic 6,Hope & Courage
1820,ARAGORN,Where are they? ,The Two Towers ,16.0,3.0,NEGATIVE,0.9955142140388488,Topic 1,War & Battle
1821,ARAGORN,Who are you?Show yourself! ,The Two Towers ,27.0,4.0,NEGATIVE,0.9109865427017212,Topic 1,War & Battle
1822,ARAGORN,It cannot be. ,The Two Towers ,14.0,3.0,NEGATIVE,0.9757703542709352,Topic 1,War & Battle
1823,LEGOLAS,Forgive me. ,The Two Towers ,12.0,2.0,NEGATIVE,0.5739966034889221,Topic 1,War & Battle
1824,LEGOLAS,I mistook you for Saruman. ,The Two Towers ,27.0,5.0,NEGATIVE,0.9525191187858582,Topic 6,Hope & Courage
1825,GANDALF,"I am Saruman.Or rather, Sarumanas he should have been. ",The Two Towers ,55.0,9.0,NEGATIVE,0.9972596168518066,Topic 6,Hope & Courage
1826,ARAGORN,You fell. ,The Two Towers ,10.0,2.0,NEGATIVE,0.99897038936615,Topic 4,Journey & Quest
1827,GANDALF,Through fire.....and water.,The Two Towers ,27.0,3.0,POSITIVE,0.8177918791770935,Topic 1,War & Battle
1828,GANDALF VOICEOVER,From the lowest dungeonto the highest peak...... I fought with the Balrogof Morgoth. ,The Two Towers ,85.0,13.0,POSITIVE,0.5109684467315674,Topic 1,War & Battle
1829,GANDALF VOICE OVER,Until at last I threw downmy enemy......and smote his ruinupon the mountainside. ,The Two Towers ,81.0,12.0,NEGATIVE,0.9943991303443908,Topic 3,The Ring & Power
1830,SAM, No! ,The Return of the King ,5.0,1.0,NEGATIVE,0.997668206691742,Topic 1,War & Battle
1831,GOLLUM,"Hide, hide!   ",The Return of the King ,14.0,2.0,NEGATIVE,0.9972737431526184,Topic 2,Friendship & Loyalty
1832,FRODO,"I can feel his blade.  ,      ",The Return of the King ,30.0,6.0,POSITIVE,0.9859892129898072,Topic 4,Journey & Quest
1833,GANDALF,"We come to it at last.  ,The great battle of our time.   ",The Return of the King ,57.0,12.0,POSITIVE,0.9978118538856506,Topic 3,The Ring & Power
1834,GOLLUM,Come away Hobbits.  We climb.  We must climb.   ,The Return of the King ,48.0,8.0,POSITIVE,0.9942025542259216,Topic 6,Hope & Courage
1835,GANDALF,"The board is set, the pieces are moving. ",The Return of the King ,41.0,8.0,POSITIVE,0.999817669391632,Topic 6,Hope & Courage
1836,GOLLUM,"Up, up, up the stairs we go.  And then it's into the tunnel. ",The Return of the King ,61.0,13.0,POSITIVE,0.9853509664535522,Topic 7,Death & Sacrifice
1837,SAM,"Hey,  what's in this tunnel?  ,      You listen to me!  You listen good and proper.  Anything happens to him,     you'll have me to answer to.   One sniff that something's not right, one     hair that stands up on the back of my neck, its over.  No more slinker, no     more stinker.  ,  You're     gone.  Got it?  I'm watching you.   ",The Return of the King ,335.0,58.0,POSITIVE,0.7593219876289368,Topic 7,Death & Sacrifice
1838,FRODO,What was that about?   ,The Return of the King ,23.0,4.0,NEGATIVE,0.9785687923431396,Topic 1,War & Battle
1839,SAM,Nothing.  Just clearing something up.  ,The Return of the King ,39.0,5.0,NEGATIVE,0.9988349080085754,Topic 2,Friendship & Loyalty
1840,GANDALF, Gwaihir go! Gwaihir ,The Fellowship of the Ring ,21.0,3.0,POSITIVE,0.99745911359787,Topic 1,War & Battle
1841,PIPPIN,What are they saying ? ,The Fellowship of the Ring ,23.0,5.0,NEGATIVE,0.988026201725006,Topic 7,Death & Sacrifice
1842,ARWEN,"Frodo f'r. Ae athradon i hir, tur gwaith nin beriatha hon. ",The Fellowship of the Ring ,59.0,11.0,POSITIVE,0.8055437803268433,Topic 4,Journey & Quest
1844,PIPPIN," ,   ",The Fellowship of the Ring ,5.0,1.0,POSITIVE,0.8923606872558594,Topic 1,War & Battle
1845,GAFFER,"There's been some strange folk crossing the Shire. Dwarves, others of a     less than savoury nature  ",The Fellowship of the Ring ,102.0,16.0,NEGATIVE,0.9696913361549376,Topic 2,Friendship & Loyalty
1846,NOAKES," War's brewing.    , The mountains are fair teeming with     goblins. ",The Fellowship of the Ring ,70.0,10.0,POSITIVE,0.9967652559280396,Topic 3,The Ring & Power
1847,SANDYMAN,Children's stories that's all that is.  You're beginning to sound     like that old Bilbo Baggins! Cracked he was! ,The Fellowship of the Ring ,115.0,18.0,NEGATIVE,0.99335515499115,Topic 8,Home & Peace
1848,BILBO,"Hello, Hello, Fatty Bolger , Lovely to see you, Welcome, Welcome ",The Fellowship of the Ring ,65.0,11.0,POSITIVE,0.999839186668396,Topic 1,War & Battle
1849,FRODO," Go     on Sam, ask Rosie for a dance. ",The Fellowship of the Ring ,39.0,8.0,POSITIVE,0.9840582013130188,Topic 3,The Ring & Power
1850,ELROND,Take her by the safest road. A ship lies anchored in the Grey Havens. It     waits to carry her across the sea. The last journey of Arwen Und'miel.  ,The Return of the King ,149.0,28.0,POSITIVE,0.661274254322052,Topic 2,Friendship & Loyalty
1851,ELROND,There is nothing for you here only death. ,The Return of the King ,42.0,8.0,NEGATIVE,0.972685694694519,Topic 5,Fear & Danger
1852,FIGWIT,"Lady Arwen we cannot delay. , My lady! ",The Return of the King ,39.0,8.0,POSITIVE,0.9989537000656128,Topic 5,Fear & Danger
1853,ARWEN,Tell me what you have seen. ,The Return of the King ,28.0,6.0,POSITIVE,0.9908211827278136,Topic 3,The Ring & Power
1854,ELROND,Arwen. ,The Return of the King ,7.0,1.0,POSITIVE,0.95653235912323,Topic 5,Fear & Danger
1855,ARWEN,You have the gift of foresight. What did you see? ,The Return of the King ,50.0,10.0,POSITIVE,0.9995792508125304,Topic 3,The Ring & Power
1856,ELROND,I looked into your future and I saw death. ,The Return of the King ,43.0,9.0,NEGATIVE,0.9978169202804564,Topic 5,Fear & Danger
1857,ARWEN,But there is also life. You saw there was a child. You saw my son. ,The Return of the King ,67.0,15.0,POSITIVE,0.9944520592689514,Topic 5,Fear & Danger
1858,GALADRIEL VOICE OVER,"For within these rings was bound the strength and will     to govern each race. ,     But they were all of them deceived. ,For another ring was made. , In the land of Mordor, ,in the fires of Mount Doom (, the dark Lord Sauron forged in     secret a master Ring ,to control all others and into this Ring he poured     all his cruelty, his malice , and his will to     dominate all life. , One Ring to rule them all.  ",The Fellowship of the Ring ,417.0,80.0,POSITIVE,0.7580347657203674,Topic 8,Home & Peace
1859,GALADRIEL VOICE OVER,"One by one the free lands of Middle Earth fell to the     power of the Ring. But there were some who resisted. , A last     alliance of Elves and Men marched against the armies of Mordor. And on the     slopes of Mount Doom they fought for the freedom of Middle Earth.  ",The Fellowship of the Ring ,270.0,51.0,NEGATIVE,0.9254528284072876,Topic 3,The Ring & Power
1860,ELROND,Tangado haid!  ,The Fellowship of the Ring ,15.0,2.0,POSITIVE,0.8961623311042786,Topic 1,War & Battle
1861,ELROND,Leithio i philinn!  ,The Fellowship of the Ring ,20.0,3.0,POSITIVE,0.9300603866577148,Topic 1,War & Battle
1862,GALADRIEL VOICE OVER,"Victory was near. , But the     power of the Ring , could not be undone.  ",The Fellowship of the Ring ,74.0,15.0,POSITIVE,0.9983140230178832,Topic 3,The Ring & Power
1863,GALADRIEL VOICE OVER,"It was in this moment, ,that Isildur, son of the King, took up his father's sword.  ",The Fellowship of the Ring ,84.0,16.0,POSITIVE,0.9780552983283995,Topic 4,Journey & Quest
1864,GALADRIEL VOICE OVER,"Sauron, the enemy of the Free Peoples of Middle Earth     was defeated. , The Ring passed to Isildur.    , Who had this one chance to destroy evil     forever. , But the hearts of Men are easily corrupted.    ,     And the Ring of Power has a will of its own.  ",The Fellowship of the Ring ,261.0,49.0,POSITIVE,0.8568291068077087,Topic 3,The Ring & Power
1865,GALADRIEL VOICE OVER,"It betrayed Isildur ,to his death. ,And some things that should not have been forgotten were lost.    ,History became legend, legend     became myth, , and for two and a half thousand years the Ring passed out of     all knowledge. , Until, when chance came    , It     ensnared a new bearer.  ",The Fellowship of the Ring ,294.0,50.0,NEGATIVE,0.651182234287262,Topic 1,War & Battle
1866,GOLLUM,My Precious!  ,The Fellowship of the Ring ,14.0,2.0,POSITIVE,0.9997325539588928,Topic 1,War & Battle
1867,GALADRIEL VOICE OVER,"The Ring came to the creature Gollum who took it deep     into the tunnels of the Misty Mountains. , And there it consumed him. ",The Fellowship of the Ring ,128.0,24.0,POSITIVE,0.99669086933136,Topic 7,Death & Sacrifice
1868,GOLLUM,"It came to me, my own, my love, my own, my Precious.     ",The Fellowship of the Ring ,57.0,12.0,POSITIVE,0.999283492565155,Topic 1,War & Battle
1869,GALADRIEL VOICE OVER,"The Ring brought to Gollum unnatural long life. For     five hundred years it poisoned his mind. And in the gloom of Gollum's cave     it waited. ,     Darkness crept back into the forests of the world. Rumour grew of a shadow     in the East, whispers of a nameless fear. , And     the Ring of Power perceived. ,     Its time had now come. , It abandoned Gollum.    , But something happened then     that the Ring did not intend, it was picked up by the most unlikely creature     imaginable.  ",The Fellowship of the Ring ,495.0,86.0,POSITIVE,0.9899700284004213,Topic 3,The Ring & Power
1870,BILBO,What's this?  ,The Fellowship of the Ring ,14.0,2.0,NEGATIVE,0.9908259510993958,Topic 1,War & Battle
1871,GALADRIEL VOICE OVER,A Hobbit. Bilbo Baggins of the Shire.         ,The Fellowship of the Ring ,46.0,7.0,NEGATIVE,0.962718904018402,Topic 8,Home & Peace
1872,GIMLI,And no regurgitation! ,The Return of the King ,22.0,3.0,NEGATIVE,0.9962354302406312,Topic 1,War & Battle
1873,LEGOLAS,So' it's a drinking game? ,The Return of the King ,26.0,5.0,NEGATIVE,0.9931724667549132,Topic 1,War & Battle
1874,ROHIRRIM,Aye!  ,The Return of the King ,6.0,1.0,POSITIVE,0.9970494508743286,Topic 1,War & Battle
1875,GIMLI,Last one standing wins heh heh heh! ,The Return of the King ,36.0,7.0,POSITIVE,0.9914349913597108,Topic 1,War & Battle
1876,GENERAL SHOUT,Lets drink to Victory! To Victory! ,The Return of the King ,35.0,6.0,POSITIVE,0.9996771812438964,Topic 4,Journey & Quest
1877,EOWYN,"West' Aragorn, hal ",The Return of the King ,19.0,3.0,POSITIVE,0.9499142169952391,Topic 3,The Ring & Power
1878,THEODEN,I am very happy for you. He is an honourable man. ,The Return of the King ,50.0,11.0,POSITIVE,0.9998416900634766,Topic 8,Home & Peace
1879,EOWYN,You are both honourable men.  ,The Return of the King ,30.0,5.0,POSITIVE,0.9995348453521729,Topic 5,Fear & Danger
1880,THEODEN,It was not Theoden of Rohan who led our people to victory. ,The Return of the King ,59.0,12.0,POSITIVE,0.9590967297554016,Topic 4,Journey & Quest
1881,THEODEN,"Ach, don't listen to me. You are young and tonight is for you. ",The Return of the King ,63.0,13.0,POSITIVE,0.9995996356010436,Topic 6,Hope & Courage
1882,GIMLI,"Heh heh heh heh ,Here, here. , Raaar it's the dwarves that go swimming with little, hairy women haha  ",The Return of the King ,102.0,19.0,NEGATIVE,0.952179491519928,Topic 1,War & Battle
1883,LEGOLAS,"I feel something. , A slight tingle in my fingers. I think it's affecting me.  ",The Return of the King ,79.0,15.0,POSITIVE,0.9988497495651244,Topic 3,The Ring & Power
1884,GIMLI,"heh heh heh , what did I say? He can't hold his liquor.  ",The Return of the King ,57.0,13.0,NEGATIVE,0.999573051929474,Topic 7,Death & Sacrifice
1885,LEGOLAS,Game over! ,The Return of the King ,11.0,2.0,POSITIVE,0.9964738488197328,Topic 1,War & Battle
1886,MERRY and PIPPIN,"Oh you can search far and wide, You can drink the whole town dry    ,     But you'll never find a beer so brown, But you'll never find a beer so     brown,     As the one we drink in our hometown, As the one we drink in our hometown.    ,You can drink your fancy ales, You can drink them by the flagon             But the only brew for the brave and true,     ",The Return of the King ,360.0,69.0,NEGATIVE,0.9251712560653688,Topic 5,Fear & Danger
1887,PIPPIN, Nothing's     happening ,The Fellowship of the Ring ,25.0,2.0,NEGATIVE,0.9993565678596495,Topic 1,War & Battle
1888,GANDALF," I once knew every spell in all the tongues of elves, men and     orcs ",The Fellowship of the Ring ,71.0,14.0,POSITIVE,0.5841381549835205,Topic 3,The Ring & Power
1889,PIPPIN,What're you going to do then ? ,The Fellowship of the Ring ,31.0,7.0,POSITIVE,0.9804224371910096,Topic 1,War & Battle
1890,GANDALF,Knock your head against these doors Peregrin Took! and if     that does not shatter them and I'm allowed a little peace from foolish     questions I will try to find the opening words. ,The Fellowship of the Ring ,185.0,32.0,NEGATIVE,0.9947829842567444,Topic 7,Death & Sacrifice
1891,GANDALF,"Ando Eldarinwa'a lasta quettanya, Fenda Casarinwa' ",The Fellowship of the Ring ,51.0,6.0,NEGATIVE,0.9838274717330932,Topic 1,War & Battle
1892,ARAGORN,The Mines are no place for a pony even one so brave as Bill. ,The Fellowship of the Ring ,61.0,14.0,NEGATIVE,0.9993176460266112,Topic 5,Fear & Danger
1893,SAM,BuBye Bill ,The Fellowship of the Ring ,11.0,2.0,NEGATIVE,0.9802678823471068,Topic 1,War & Battle
1894,ARAGORN,"Go on, go on ,Don't worry Sam.  He knows the way home. ,) ",The Fellowship of the Ring ,58.0,13.0,POSITIVE,0.9971668124198914,Topic 6,Hope & Courage
1895,ARAGORN, Do not     disturb the water  ,The Fellowship of the Ring ,31.0,5.0,POSITIVE,0.9949710369110109,Topic 1,War & Battle
1896,GANDALF, Oh it's useless ,The Fellowship of the Ring ,17.0,3.0,NEGATIVE,0.999778687953949,Topic 1,War & Battle
1897,FRODO,It's a riddle!  ,The Fellowship of the Ring ,16.0,3.0,NEGATIVE,0.9402161240577698,Topic 1,War & Battle
1898,FRODO,Speak friend... and enter.  What's the elvish word for     friend ? ,The Fellowship of the Ring ,68.0,11.0,POSITIVE,0.8578210473060608,Topic 4,Journey & Quest
1899,GANDALF,Mel..lon ,The Fellowship of the Ring ,9.0,1.0,NEGATIVE,0.9530560970306396,Topic 1,War & Battle
1900,GOLLUM,"No. Ashes and dust and thirst there isand pits, pits, pits.And Orcses, thousands of Orcses.And always the Great Eye watching,watching. ",The Two Towers ,135.0,20.0,POSITIVE,0.9653330445289612,Topic 8,Home & Peace
1901,SAM,"Hey! Come back now! Come back!There! What did I tell you?He's run off, the old villain.So much for his promises. ",The Two Towers ,113.0,20.0,NEGATIVE,0.9974738955497742,Topic 5,Fear & Danger
1902,SMEAGOL,"This way, Hobbits.Follow me! ",The Two Towers ,29.0,4.0,POSITIVE,0.9877140522003174,Topic 6,Hope & Courage
1903,PIPPIN,Merry!Merry! ,The Two Towers ,13.0,1.0,POSITIVE,0.9997711777687072,Topic 2,Friendship & Loyalty
1904,GRISHNAK,You're lateOur master grows impatient.He wants the Shire-rats now. ,The Two Towers ,67.0,9.0,NEGATIVE,0.9992654919624328,Topic 8,Home & Peace
1905,UGLUK,I don't take orders from Orc-maggots.Saruman will have his prize.We will deliver them. ,The Two Towers ,87.0,13.0,POSITIVE,0.996910035610199,Topic 3,The Ring & Power
1906,PIPPIN,Merry! Merry? Wake up ,The Two Towers ,22.0,4.0,POSITIVE,0.9924059510231018,Topic 2,Friendship & Loyalty
1907,PIPPIN,My friend is sick.He needs water. Please! ,The Two Towers ,42.0,7.0,NEGATIVE,0.9977399110794068,Topic 8,Home & Peace
1908,URUK HAI,"Sick, is he?Give him some medicine, boys! ",The Two Towers ,42.0,7.0,NEGATIVE,0.999135196208954,Topic 1,War & Battle
1909,PIPPIN,Stop it! ,The Two Towers ,9.0,2.0,NEGATIVE,0.9987967014312744,Topic 5,Fear & Danger
1910,URUK HAI,Can't take his draught! ,The Two Towers ,24.0,4.0,NEGATIVE,0.9988471269607544,Topic 1,War & Battle
1911,PIPPIN,Leave him alone! ,The Two Towers ,17.0,3.0,NEGATIVE,0.9975192546844482,Topic 7,Death & Sacrifice
1912,URUK HAI,Why?You want some? ,The Two Towers ,19.0,3.0,NEGATIVE,0.9914634823799132,Topic 4,Journey & Quest
1913,URUK HAI,Then keep your mouth shut. ,The Two Towers ,27.0,5.0,NEGATIVE,0.9781026244163512,Topic 3,The Ring & Power
1914,MERRY,"Yes Pippin, my point is, he's clearly over reacting! Run! ",The Fellowship of the Ring ,58.0,10.0,NEGATIVE,0.9990910291671752,Topic 5,Fear & Danger
1915,PIPPIN,  Ooh!  that was     close!  ,The Fellowship of the Ring ,29.0,4.0,POSITIVE,0.998111367225647,Topic 5,Fear & Danger
1916,MERRY,Oh! I think I've broken something      ,The Fellowship of the Ring ,39.0,6.0,NEGATIVE,0.9980833530426024,Topic 4,Journey & Quest
1917,SAM, Trust a Brandybuck and a Took! ,The Fellowship of the Ring ,32.0,6.0,POSITIVE,0.993310809135437,Topic 8,Home & Peace
1918,MERRY,What?  It was just a detour. A shortcut ,The Fellowship of the Ring ,40.0,8.0,NEGATIVE,0.9995905756950378,Topic 2,Friendship & Loyalty
1919,SAM,A shortcut to what ? ,The Fellowship of the Ring ,21.0,5.0,NEGATIVE,0.9967304468154908,Topic 1,War & Battle
1920,PIPPIN, Mushrooms!      ,The Fellowship of the Ring ,17.0,1.0,POSITIVE,0.7755383849143982,Topic 1,War & Battle
1921,FRODO,I think we should get off the road. ,The Fellowship of the Ring ,36.0,8.0,NEGATIVE,0.9983914494514464,Topic 3,The Ring & Power
1922,FRODO,Get off the road! Quick! ,The Fellowship of the Ring ,25.0,5.0,POSITIVE,0.7985843420028687,Topic 6,Hope & Courage
1923,SAM,Ssh.. be quiet ,The Fellowship of the Ring ,15.0,3.0,NEGATIVE,0.9915369749069214,Topic 1,War & Battle
1924,MERRY,What was that! ,The Fellowship of the Ring ,15.0,3.0,NEGATIVE,0.9828655123710632,Topic 1,War & Battle
1925,SAM, Anything ? ,The Fellowship of the Ring ,12.0,2.0,NEGATIVE,0.9910867810249328,Topic 1,War & Battle
1926,FRODO,Nothing ,The Fellowship of the Ring ,8.0,1.0,NEGATIVE,0.9992395639419556,Topic 1,War & Battle
1927,PIPPIN, What     is going on ? ,The Fellowship of the Ring ,24.0,5.0,NEGATIVE,0.9954708814620972,Topic 1,War & Battle
1928,SARUMAN,"So Gandalf, you try to lead them over Caradhras.  And     if that fails, where then will you go ? ",The Fellowship of the Ring ,98.0,19.0,NEGATIVE,0.9929106831550598,Topic 1,War & Battle
1929,SARUMAN VOICEOVER,If the mountain defeats you will you risk a more dangerous     road ,The Fellowship of the Ring ,68.0,12.0,NEGATIVE,0.9980915188789368,Topic 3,The Ring & Power
1930,SARUMAN,Cuiva nwalca Carnirasse; nai yarvaxea rasselya! ,The Fellowship of the Ring ,48.0,6.0,NEGATIVE,0.9586740732192992,Topic 1,War & Battle
1931,LEGOLAS,There is a fell voice on the air ,The Fellowship of the Ring ,33.0,8.0,NEGATIVE,0.9993952512741088,Topic 4,Journey & Quest
1932,GANDALF,It's Saruman! ,The Fellowship of the Ring ,14.0,2.0,POSITIVE,0.9984410405158995,Topic 6,Hope & Courage
1933,ARAGORN,He's trying to bring down the mountain! Gandalf! We must     turn back! ,The Fellowship of the Ring ,72.0,12.0,NEGATIVE,0.9816723465919496,Topic 1,War & Battle
1934,GANDALF,"No! , Losto Caradhras, sedho, hodo, nuitho i 'ruith!  ",The Fellowship of the Ring ,54.0,9.0,NEGATIVE,0.9992985725402832,Topic 1,War & Battle
1935,SARUMAN,Cuiva nwalca Carnirasse; Nai yarvaxea rasselya; taltuva     notto-carinnar! ,The Fellowship of the Ring ,76.0,8.0,NEGATIVE,0.989983081817627,Topic 1,War & Battle
1936,BOROMIR,We must get off the mountain! Make for the Gap of Rohan and     take the west road to my city! ,The Fellowship of the Ring ,95.0,20.0,POSITIVE,0.8759868741035461,Topic 3,The Ring & Power
1937,ARAGORN,The Gap of Rohan takes us too close to Isengard! ,The Fellowship of the Ring ,49.0,10.0,NEGATIVE,0.9989418387413024,Topic 3,The Ring & Power
1938,GIMLI,"If we cannot pass over the mountain, let us go under it! Let     us go through the Mines of Moria ",The Fellowship of the Ring ,98.0,20.0,NEGATIVE,0.9864794611930848,Topic 2,Friendship & Loyalty
1939,SARUMAN VOICEOVER,Moria... you fear to go into those mines. ,The Fellowship of the Ring ,42.0,8.0,NEGATIVE,0.9990680813789368,Topic 2,Friendship & Loyalty
1940,SARUMAN, the dwarves delved too greadily     and too deep ,The Fellowship of the Ring ,50.0,8.0,NEGATIVE,0.9986276626586914,Topic 5,Fear & Danger
