Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence
1967,ARAGORN,We hear of trouble in Rohan.It goes ill with the king. ,The Two Towers ,55.0,11.0,NEGATIVE,0.9991940855979919
1968,GANDALF,"Yes, and it will not be easily cured. ",The Two Towers ,38.0,8.0,NEGATIVE,0.9974020719528198
1969,GIMLI,"Then we have run all this way for nothing?Are we to leave those poor Hobbits here......in this horrid, dark, dank tree-infested--?    ,I mean, charming......quite charming forest. ",The Two Towers ,180.0,26.0,POSITIVE,0.9934180974960327
1970,GANDALF,It was more than mere chance thatbrought Merry and Pippin to Fangorn.A great power has been sleeping herefor many long years.The coming of Merry and Pippinwill be like the falling of small stones......that starts an avalanchein the mountains. ,The Two Towers ,243.0,38.0,POSITIVE,0.9029412865638733
1971,ARAGORN,"In one thing you have not changeddear friend.,You still speak in riddles.     ",The Two Towers ,78.0,12.0,POSITIVE,0.9947217702865601
1972,GANDALF,A thing is about to happen that has nothappened since the Elder Days.The Ents are going to wake up.....and find that they are strong. ,The Two Towers ,134.0,24.0,POSITIVE,0.9996997117996216
1973,GAFFER,"      Young Mr Frodo here, he's cracking! ",The Fellowship of the Ring ,42.0,6.0,POSITIVE,0.9990286827087402
1974,FRODO, and proud of     it! Cheers Gaffer!   ,The Fellowship of the Ring ,39.0,6.0,POSITIVE,0.9998773336410522
1975,GAFFER,Cheers ,The Fellowship of the Ring ,7.0,1.0,POSITIVE,0.99980229139328
1976,SANDYMAN,Well it's none of our concern what goes on beyond our borders. Keep your     nose out of trouble and no trouble will come to you.  ,The Fellowship of the Ring ,131.0,25.0,NEGATIVE,0.9684267044067383
1977,ROSIE,Good Night lads ,The Fellowship of the Ring ,16.0,3.0,POSITIVE,0.999783456325531
1978,HOBBIT,"  Good     night, sweet maiden of the golden ale! ",The Fellowship of the Ring ,50.0,8.0,POSITIVE,0.999771773815155
1979,SAM,Oi Mind who you're sweet talking! ,The Fellowship of the Ring ,34.0,6.0,POSITIVE,0.9994220733642578
1980,FRODO,"Don't worry Sam, Rosie knows an idiot when she sees one! ",The Fellowship of the Ring ,57.0,11.0,NEGATIVE,0.9988977909088135
1981,SAM, Does she ? ,The Fellowship of the Ring ,12.0,3.0,NEGATIVE,0.9818094968795776
1982,FRODO,      Good Night Sam  ,The Fellowship of the Ring ,22.0,3.0,POSITIVE,0.9998167157173157
1983,GANDALF,Is it secret ? Is it safe ? ,The Fellowship of the Ring ,28.0,8.0,NEGATIVE,0.9790489673614502
1984,FRODO,"Ha! , What are you     doing! ",The Fellowship of the Ring ,30.0,6.0,NEGATIVE,0.9107509255409241
1985,GANDALF,"      Hold out your hand Frodo. Its quite cool.  ,  What can you see ?    , Can you see anything ? ",The Fellowship of the Ring ,99.0,20.0,POSITIVE,0.9996305704116821
1986,FRODO," Nothing.     There's nothing , Wait. There are     markings ,  Its some form of Elvish.  I can't     read it ",The Fellowship of the Ring ,110.0,18.0,NEGATIVE,0.998924195766449
1987,GANDALF,"There are few who can. The language is that of Mordor, which     I will not utter here.  ",The Fellowship of the Ring ,89.0,17.0,NEGATIVE,0.9825387001037598
1988,SAM,"  Ah, I     think I'll just have another ale.  ",The Fellowship of the Ring ,47.0,8.0,NEGATIVE,0.9969923496246338
1989,FRODO,"Oh no you dont , Go on     ",The Fellowship of the Ring ,27.0,7.0,NEGATIVE,0.7644475102424622
1990,BILBO," So there I was at the mercy of three monstrous trolls and     they were all arguing amongst themselves about how they were going to cook     us. Whether it be turned on a spit or whether they should sit on us one by     one and squash us into jelly. , They     spent so much time arguing the witherto's and whyfor's that the sun's first     light cracked open over the top of the trees.  Poof!    , and turned them all into     stone! ",The Fellowship of the Ring ,436.0,80.0,NEGATIVE,0.9992308616638184
1991,MERRY,Quickly  ,The Fellowship of the Ring ,9.0,1.0,POSITIVE,0.7777681946754456
1992,MERRY,"No no! the big one, big one! ",The Fellowship of the Ring ,29.0,7.0,NEGATIVE,0.989133894443512
1993,BILBO,"Mrs Bracegirdle, how nice to see you.  Welcome welcome.      Are all these children yours ? ",The Fellowship of the Ring ,92.0,15.0,POSITIVE,0.9997923970222473
1994,MRS BRACEGIRDLE,Yeah ,The Fellowship of the Ring ,5.0,1.0,POSITIVE,0.9993269443511963
1995,BILBO,Good gracious you have been productive! ,The Fellowship of the Ring ,40.0,6.0,POSITIVE,0.9998388290405273
1996,BILBO,"     Sackville-Bagginses! ,     Quickly! Hide! ",The Fellowship of the Ring ,47.0,4.0,NEGATIVE,0.9968655705451965
1997,BILBO,"Oh! Thankyou my boy You're a good lad Frodo. I'm very     selfish you know. , Yes,     I am.  Very selfish. I don't know why I took you in after your mother     and father died, but it wasn't out of charity. I think it was because, of     all my numerous relations, you were the one Baggins that showed real spirit.     ",The Fellowship of the Ring ,320.0,59.0,POSITIVE,0.994534969329834
1998,FRODO,Bilbo have you been at the Gaffers homebrew ? ,The Fellowship of the Ring ,46.0,9.0,NEGATIVE,0.9869369864463806
1999,BILBO,"No. Well yes, b b b but thats not the point. The point is,     Frodo, , You'll be     alright.  ",The Fellowship of the Ring ,96.0,19.0,POSITIVE,0.9986051917076111
2000,ELROND,That future is almost gone. ,The Return of the King ,28.0,5.0,NEGATIVE,0.9995833039283752
2001,ARWEN,But it is not lost. ,The Return of the King ,20.0,5.0,POSITIVE,0.9994213581085205
2002,ELROND,Nothing is certain. ,The Return of the King ,20.0,3.0,NEGATIVE,0.9995111227035522
2003,ARWEN,Some things are certain. ,The Return of the King ,25.0,4.0,POSITIVE,0.9969080090522766
2004,ARWEN,"If I leave him now, I will regret it forever. It is time. ",The Return of the King ,58.0,13.0,NEGATIVE,0.9352418780326843
2005,ARWEN,"From the ashes of fire shall be woken,     A light from the shadow shall spring,     Renewed shall be blade that was broken,         The crownless again shall be king. ",The Return of the King ,168.0,28.0,POSITIVE,0.9641913175582886
2006,ARWEN,Reforge the sword' ada. ,The Return of the King ,24.0,4.0,NEGATIVE,0.987683117389679
2007,ELROND,Your hands are cold. The life of the Eldar is leaving you.  ,The Return of the King ,60.0,12.0,NEGATIVE,0.9988479614257812
2008,ARWEN,"This was my choice. Ada, whether by your will or not there is no ship     now that can bear me hence. ",The Return of the King ,102.0,21.0,NEGATIVE,0.9925761222839355
2009,GANDALF,We have just passed into the realm of Gondor. ,The Return of the King ,46.0,9.0,POSITIVE,0.89301598072052
2010,GANDALF,Minas Tirith. City of Kings.  ,The Return of the King ,30.0,5.0,POSITIVE,0.9748582243919373
2011,PIPPIN,"It's the tree! Gandalf, Gandalf. ",The Return of the King ,33.0,5.0,POSITIVE,0.9987233281135559
2012,GANDALF,"Yes the white tree of Gondor. The tree of the King. Lord Denethor     however, is not the King. He is a steward only, a caretaker of the throne. ",The Return of the King ,145.0,28.0,NEGATIVE,0.9226888418197632
2013,GANDALF,"Now listen carefully. Lord Denethor is Boromir's father. To give him     news of his beloved son's death would be most unwise. And do not mention     Frodo or the Ring. And say nothing of Aragorn either. In fact, its better if     you don't speak at all Peregrin Took.  ",The Return of the King ,270.0,47.0,NEGATIVE,0.9914783835411072
2014,GANDALF,"Hail Denethor son of Ecthelion, Lord and Steward of Gondor. ",The Return of the King ,60.0,10.0,POSITIVE,0.9969310760498047
2015,BILBO,A Ring!  ,The Fellowship of the Ring ,9.0,2.0,POSITIVE,0.9995113611221313
2016,GOLLUM," Lost!    , My Precious is lost. ",The Fellowship of the Ring ,33.0,6.0,NEGATIVE,0.9993891716003418
2017,GALADRIEL,For the time will soon come when Hobbits will shape the     fortunes of all. ,The Fellowship of the Ring ,77.0,14.0,POSITIVE,0.9979141354560852
2018,BILBO,"The 22nd day of September in the year 1400    ,by Shire     reckoning. , Bag End,     Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth.    , The Third Age of this world.  ",The Fellowship of the Ring ,184.0,31.0,NEGATIVE,0.7482743859291077
2019,BILBO,"There and back again, A Hobbit's tale, by Bilbo     Baggins. ,Now, where to begin?     Ah, yes. ,Concerning Hobbits.  ",The Fellowship of the Ring ,118.0,18.0,NEGATIVE,0.8109868764877319
2020,BILBO VOICEOVER,"Hobbits have been living and farming in the four     Farthings of the Shire for many hundreds of years. , quite content to     ignore and be ignored by the world of the Big Folk. , Middle Earth being,     after all, full of strange creatures beyond count. Hobbits must seem of     little importance, being neither renowned as great warriors, nor counted     amongst the very wise.  ",The Fellowship of the Ring ,382.0,63.0,NEGATIVE,0.9995467066764832
2021,BILBO," Frodo, someone at     the door. ,In fact, it     has been remarked by some that Hobbits' only real passion is for food.    , A rather unfair observation    , As     we have also developed a keen interest in the brewing of ales    ,and the smoking of pipeweed. , But where     our hearts truly lie , is in peace and quiet ,and good     tilled earth. ,For all Hobbits share a love of all things that grow.    ,And yes, no doubt to others, our ways seem quaint    , But today of all days, it is brought home to me it is     no bad thing to celebrate a simple life.  ",The Fellowship of the Ring ,564.0,105.0,POSITIVE,0.9970023036003113
2022,BILBO,"Frodo, the door! ,     sticklebacks, where is that boy! FRODO!  ",The Fellowship of the Ring ,64.0,10.0,NEGATIVE,0.9700221419334412
2023,GANDALF,"Hmm hmm hmm hmm, Down from the door where it began, hmm     hmm hmm hmm ",The Fellowship of the Ring ,72.0,15.0,NEGATIVE,0.9893162250518799
2024,GANDALF,"And I must follow if I can. , The road goes     ever on and on, down from the door where it began, now far ahead the road     has gone, and I must follow if I can.       ",The Fellowship of the Ring ,170.0,36.0,NEGATIVE,0.9790843725204468
2025,FRODO,You're late!       ,The Fellowship of the Ring ,19.0,2.0,NEGATIVE,0.9991322159767151
2026,MERRY,Pippin!  ,The Return of the King ,9.0,1.0,POSITIVE,0.9990719556808472
2027,MERRY and PIPPIN,Comes from the Green Dragon! ,The Return of the King ,29.0,5.0,POSITIVE,0.9956766963005066
2028,MERRY, Thank you! I win! ,The Return of the King ,19.0,4.0,POSITIVE,0.9998447895050049
2029,ARAGORN, No news of Frodo? ,The Return of the King ,19.0,4.0,NEGATIVE,0.9994271993637085
2030,GANDALF,No word. Nothing. ,The Return of the King ,18.0,3.0,NEGATIVE,0.999647855758667
2031,ARAGORN,We have time. Every day Frodo moves closer to Mordor. ,The Return of the King ,54.0,10.0,POSITIVE,0.996574878692627
2032,GANDALF, Do we know that? ,The Return of the King ,18.0,4.0,NEGATIVE,0.9846278429031372
2033,ARAGORN, What does your     heart tell you? ,The Return of the King ,36.0,6.0,POSITIVE,0.9985639452934265
2034,GANDALF, That Frodo is alive.     Yes' yes he's alive.  ,The Return of the King ,48.0,8.0,POSITIVE,0.9996159076690674
2035,GOLLUM,"Too risky. Too risky. ,Thieves. They stole it from us. Kill them, kill them, kill them both!    ,  ",The Return of the King ,99.0,18.0,NEGATIVE,0.9982044696807861
2036,SMEAGOL,No! ,The Return of the King ,4.0,1.0,NEGATIVE,0.9976682066917419
2037,GOLLUM,"Sshh, quiet, mustn't wake them. Mustn't ruin it now.      ",The Return of the King ,58.0,9.0,NEGATIVE,0.9988130331039429
2038,SMEAGOL,"But they knows, ,     they knows, they suspects us! ",The Return of the King ,52.0,9.0,POSITIVE,0.688201367855072
2039,GOLLUM,"What's it saying my precious, my love? Is Smeagol losing his nerve? ",The Return of the King ,68.0,12.0,NEGATIVE,0.999765932559967
2040,GIMLI,"Soon Mr Elf, you will enjoy the fabelled hospitality of the     dwarves. Roaring fires! Malt Beer! Red Meat off the bone! ",The Fellowship of the Ring ,122.0,21.0,POSITIVE,0.9991627931594849
2041,GIMLI,This my friend is the home of my cousin Balin and they call     it a Mine!  ,The Fellowship of the Ring ,76.0,16.0,POSITIVE,0.9991814494132996
2042,GIMLI,A Mine! ,The Fellowship of the Ring ,8.0,2.0,POSITIVE,0.9996826648712158
2043,BOROMIR," This isn't     a mine, it's a tomb ",The Fellowship of the Ring ,36.0,7.0,NEGATIVE,0.9976328611373901
2044,GIMLI, Nooooo!     NOOOOOOOOOOoooooooo! ,The Fellowship of the Ring ,34.0,2.0,NEGATIVE,0.9879921078681946
2045,LEGOLAS, Goblins!  ,The Fellowship of the Ring ,11.0,1.0,POSITIVE,0.8810369372367859
2046,BOROMIR,We make for the gap of Rohan.  We should never have     come here ,The Fellowship of the Ring ,66.0,13.0,NEGATIVE,0.9979875087738037
2047,BOROMIR,Now get out of here! Get out! ,The Fellowship of the Ring ,30.0,7.0,NEGATIVE,0.9871941208839417
2048,PIPPIN,Merry. ,The Two Towers ,7.0,1.0,POSITIVE,0.9998201727867126
2049,MERRY," Hello, Pip. ",The Two Towers ,13.0,2.0,POSITIVE,0.9985761642456055
2050,PIPPIN,You're hurt. ,The Two Towers ,13.0,2.0,NEGATIVE,0.9993056058883667
2051,MERRY,I'm fine. lt was just an act. ,The Two Towers ,30.0,7.0,POSITIVE,0.9925203323364258
2052,PIPPIN,An act? ,The Two Towers ,8.0,2.0,NEGATIVE,0.981359601020813
2053,MERRY,"See? I fooled you too.Don't worry about me, Pippin. ",The Two Towers ,52.0,9.0,POSITIVE,0.9979360103607178
2054,UGLUK,What is it? What do you smell? ,The Two Towers ,31.0,7.0,NEGATIVE,0.9759272336959839
2055,URUK HAI,Man-flesh ,The Two Towers ,10.0,1.0,NEGATIVE,0.8939937353134155
2056,UGLUK,They've picked up our trail. ,The Two Towers ,29.0,5.0,POSITIVE,0.9980608820915222
2057,PIPPIN, Aragorn. ,The Two Towers ,10.0,1.0,POSITIVE,0.9702642560005188
2058,UGLUK,Let's move! ,The Two Towers ,12.0,2.0,POSITIVE,0.9996716976165771
2059,MERRY,That black rider was looking for something. Or someone (he     walks up to Frodo and looks him in the face) Frodo ? ,The Fellowship of the Ring ,116.0,22.0,POSITIVE,0.5867792367935181
2060,PIPPIN,Get down! ,The Fellowship of the Ring ,10.0,2.0,NEGATIVE,0.9986972212791443
2061,FRODO,"I have to leave the Shire. ,Sam and I must get to Bree ",The Fellowship of the Ring ,55.0,13.0,NEGATIVE,0.8293660283088684
2062,MERRY, Right. Bucklebury     Ferry.  Follow me. ,The Fellowship of the Ring ,42.0,5.0,POSITIVE,0.9910268187522888
2063,PIPPIN,Run! ,The Fellowship of the Ring ,5.0,1.0,NEGATIVE,0.9942545294761658
2064,MERRY,"Frodo, this way.  Follow me ",The Fellowship of the Ring ,28.0,5.0,POSITIVE,0.995293915271759
2065,PIPPIN, Frodo! ,The Fellowship of the Ring ,8.0,1.0,POSITIVE,0.9916398525238037
2066,MERRY,Follow me. Run! ,The Fellowship of the Ring ,16.0,3.0,NEGATIVE,0.9848633408546448
2067,MERRY,Get the rope Sam ,The Fellowship of the Ring ,17.0,4.0,POSITIVE,0.6839210391044617
2068,SAM,     Frodo!  ,The Fellowship of the Ring ,13.0,1.0,POSITIVE,0.9916398525238037
2069,PIPPIN,Run Frodo! ,The Fellowship of the Ring ,11.0,2.0,NEGATIVE,0.9928614497184753
2070,FRODO, No! ,The Fellowship of the Ring ,5.0,1.0,NEGATIVE,0.9976682066917419
2071,PIPPIN,Frodo! Come on! ,The Fellowship of the Ring ,16.0,3.0,POSITIVE,0.9946223497390747
2072,GANDALF,Let the Ringbearer decide ,The Fellowship of the Ring ,26.0,4.0,POSITIVE,0.9867669939994812
2073,BOROMIR,"We cannot stay here! ,This will be the death of the     hobbits! ",The Fellowship of the Ring ,65.0,12.0,NEGATIVE,0.9997286200523376
2074,GANDALF,Frodo ? ,The Fellowship of the Ring ,8.0,2.0,NEGATIVE,0.9820594191551208
2075,FRODO, We will go through     the Mines ,The Fellowship of the Ring ,34.0,6.0,NEGATIVE,0.8250261545181274
2076,GANDALF,So be it ,The Fellowship of the Ring ,9.0,3.0,POSITIVE,0.9318533539772034
2077,GIMLI,"Strong?! ,Oh, that's good. ",The Two Towers ,27.0,4.0,POSITIVE,0.9998680353164673
2078,GANDALF,"So stop your fretting, Master Dwarf.Merry and Pippin are quite safe.In fact, they are far saferthan you are about to be. ",The Two Towers ,121.0,21.0,POSITIVE,0.9965422749519348
2079,GIMLI,This new Gandalf's more grumpythan the old one. ,The Two Towers ,48.0,8.0,NEGATIVE,0.9839568734169006
2080,LEGOLAS,That is one of the Mearas......unless my eyes are cheatedby some spell. ,The Two Towers ,72.0,12.0,NEGATIVE,0.9727632999420166
2081,GANDALF,Shadowfax.He is the lord of all horses......and has been my friendthrough many dangers. ,The Two Towers ,88.0,13.0,POSITIVE,0.9929686188697815
2083,MERRY,ls it much further? ,The Two Towers ,20.0,4.0,NEGATIVE,0.7155061364173889
2084,TREEBEARD,"Bru-ra-hroom. Don't be hasty.You might call it far, perhaps.My home lies deep in the forest......near the roots of the mountain.I told Gandalf I would keep you safe.And safe is where I'll keep you.I believe you will enjoy this next one too. ,It's one of my own compositions.Right.",The Two Towers ,280.0,47.0,POSITIVE,0.9995220899581909
2085,TREEBEARD,"Sleep, little Shirelings.Heed no nightly noise.Sleep till morning light.I have business in the forest.There are many to call.Many that must come. ,The Shadow lies on Fangorn.The withering of all woodsis drawing near.",The Two Towers ,216.0,32.0,NEGATIVE,0.9924431443214417
2086,FRODO,Mordor! ,The Fellowship of the Ring ,8.0,1.0,POSITIVE,0.9902161359786987
2087,GANDALF,In the common tongue it says,The Fellowship of the Ring ,28.0,6.0,POSITIVE,0.8383747339248657
2088,PIPPIN,Done! ,The Fellowship of the Ring ,6.0,1.0,POSITIVE,0.9954225420951843
2089,MERRY,You're supposed to stick it in the ground     ,The Fellowship of the Ring ,46.0,8.0,NEGATIVE,0.9887964725494385
2090,PIPPIN,It is in the ground  ,The Fellowship of the Ring ,21.0,5.0,POSITIVE,0.9910842180252075
2091,MERRY,Outside  ,The Fellowship of the Ring ,9.0,1.0,POSITIVE,0.9112440943717957
2092,PIPPIN,It was your idea! ,The Fellowship of the Ring ,18.0,4.0,POSITIVE,0.994981586933136
2093,FRODO,Bilbo! Bilbo!  Watch out for the dragon     ,The Fellowship of the Ring ,44.0,7.0,POSITIVE,0.999042809009552
2094,BILBO,"    Dragon! Nonsense, there hasn't been a dragon in these parts for a thousand     years. ",The Fellowship of the Ring ,90.0,14.0,NEGATIVE,0.9957885146141052
2095,MERRY,That was good! ,The Fellowship of the Ring ,15.0,3.0,POSITIVE,0.9998366832733154
2096,PIPPIN,Lets get another one! ,The Fellowship of the Ring ,22.0,4.0,NEGATIVE,0.9782740473747253
2097,GANDALF,Meriadoc Brandybuck and Peregrin Took! I might have known! ,The Fellowship of the Ring ,59.0,9.0,POSITIVE,0.5968418121337891
2098,CROWD,Speech Bilbo  ,The Fellowship of the Ring ,14.0,2.0,NEGATIVE,0.9887463450431824
2099,FRODO,Speech! ,The Fellowship of the Ring ,8.0,1.0,POSITIVE,0.9938340187072754
2100,BILBO,"My dear Bagginses and Boffins, , Tooks and Brandybucks ,, Grubbs ,, Chubbs    ,, Hornblowers ,, Bulgers ,,     Bracegirdles ,, and Proudfoots ",The Fellowship of the Ring ,142.0,22.0,POSITIVE,0.9796115756034851
2101,PROUDFOOT HOBBIT, PROUDFEET!  ,The Fellowship of the Ring ,13.0,1.0,POSITIVE,0.9993964433670044
2102,GANDALF,I come with tidings in this dark hour and with counsel. ,The Return of the King ,56.0,11.0,NEGATIVE,0.6402722001075745
2103,DENETHOR,Perhaps you come to explain this.  ,The Return of the King ,35.0,6.0,POSITIVE,0.7144281268119812
2104,DENETHOR,Perhaps you have come to tell me why my son is dead. ,The Return of the King ,53.0,12.0,NEGATIVE,0.9971362352371216
2105,PIPPIN,Boromir died to save us my kinsman and me. He fell defending us from     many foes. ,The Return of the King ,84.0,16.0,POSITIVE,0.9772784113883972
2106,GANDALF,Pippin. ,The Return of the King ,8.0,1.0,POSITIVE,0.9924840331077576
2107,PIPPIN,"I offer you my service, such as it is in payment of this debt.  ",The Return of the King ,64.0,14.0,POSITIVE,0.9611747860908508
2108,DENETHOR,This is my first command to you. How did you escape and my son did not?     So mighty as man as he was. ,The Return of the King ,104.0,23.0,POSITIVE,0.9806196689605713
2109,PIPPIN,The mightiest man may be slain by one arrow and Boromir was pierced by     many. ,The Return of the King ,81.0,15.0,POSITIVE,0.5627889633178711
2110,GANDALF,Get up! ,The Return of the King ,8.0,2.0,POSITIVE,0.991289496421814
2111,GANDALF,"My lord, there will be a time to grieve for Boromir but it is not now.     War is coming. The enemy is on your doorstep. As steward, you are charged     with the defence of this city. Where are Gondor's armies? You still have     friends. You are not alone in this fight. Send word to Theoden of Rohan.     Light the beacons. ",The Return of the King ,326.0,60.0,POSITIVE,0.9973962306976318
2112,DENETHOR,"You think you are wise Mithrandir. Yet for all your subtleties you have     not wisdom. Do you think the eyes of the White Tower are blind? I have seen     more than you know. With your left hand you would use me as a shield against     Mordor and with your right you would seek to supplant me. I know who rides     with Theoden of Rohan. Oh yes, word has reached my ears of this Aragorn, son     of Arathorn. And I tell you now. I will not bow to this Ranger from the     North. Last of a ragged house long bereft of Lordship.  ",The Return of the King ,529.0,101.0,NEGATIVE,0.9593947529792786
2113,GANDALF,"Authority is not given to you to deny the return of the King, steward. ",The Return of the King ,71.0,14.0,POSITIVE,0.9954562187194824
2114,DENETHOR,The rule of Gondor is mine and no others! ,The Return of the King ,42.0,9.0,POSITIVE,0.9492908716201782
2115,GANDALF,Come! ,The Return of the King ,6.0,1.0,POSITIVE,0.9991274476051331
2116,GANDALF,"All had turned to vain ambition. He would use even his grief as a cloak!     A thousand years this city has stood and now at the whim of a madman it will     fall! And the white tree, the tree of the King will never bloom again. ",The Return of the King ,229.0,46.0,NEGATIVE,0.9983205199241638
2117,GANDALF,"A wizard is never late! Frodo Baggins.    , Nor is he early, he arrives precisely when he means     to.       ",The Fellowship of the Ring ,110.0,19.0,POSITIVE,0.9833417534828186
2118,FRODO,Its wonderful to see you Gandalf. ,The Fellowship of the Ring ,34.0,6.0,POSITIVE,0.9998651742935181
2119,GANDALF,You didn't think Id miss your Uncle Bilbo's birthday?     ,The Fellowship of the Ring ,58.0,9.0,POSITIVE,0.9935651421546936
2120,GANDALF,So how is the old rascal? I hear it is going to be a     party of special significance?       ,The Fellowship of the Ring ,94.0,18.0,NEGATIVE,0.9941598176956177
2121,FRODO,You know Bilbo he's got the whole place in an uproar. ,The Fellowship of the Ring ,54.0,11.0,POSITIVE,0.9979419112205505
2122,GANDALF,Well that should please him.  ,The Fellowship of the Ring ,30.0,5.0,POSITIVE,0.9996583461761475
2123,FRODO,Half the Shire's been invited.     And the rest of them are turning up anyway.  ,The Fellowship of the Ring ,80.0,14.0,POSITIVE,0.9192784428596497
2124,BILBO VOICEOVER,"And so life in the Shire goes on, very much as it has     this past age. , Full of its own comings and goings with change coming     slowly, if it comes at all. ,For things are made to endure in     the Shire, passing from one generation to the next. There's always been a     Baggins living here under the Hill, in Bag End        ",The Fellowship of the Ring ,331.0,62.0,POSITIVE,0.9030614495277405
2125,BILBO,And there always will be.       ,The Fellowship of the Ring ,32.0,5.0,POSITIVE,0.9995361566543579
2126,FRODO,"To tell you the truth, Bilbo has been acting a bit odd     lately. ,I     mean, more than usual. He's taken to locking himself in his study.    , He spends hours     and hours poring over old maps when he thinks I'm not looking.       ",The Fellowship of the Ring ,235.0,42.0,NEGATIVE,0.998350977897644
2127,BILBO,Where's it gone?       ,The Fellowship of the Ring ,23.0,3.0,NEGATIVE,0.9994188547134399
2128,BILBO,Aaaaah.  ,The Fellowship of the Ring ,9.0,1.0,NEGATIVE,0.9647315144538879
2129,FRODO,"He's up to something. , All right then,     keep your secrets! ",The Fellowship of the Ring ,63.0,11.0,POSITIVE,0.999670147895813
2130,GANDALF,What?  ,The Fellowship of the Ring ,7.0,1.0,NEGATIVE,0.9936370849609375
2131,SMEAGOL,No! No! Never! Smeagol hates nasty Hobbitses. Smeagol wants to see them'. Dead! ,The Return of the King ,80.0,13.0,NEGATIVE,0.9982591271400452
2132,GOLLUM,"And we will! Smeagol did it once, he can do it again!     ,     Its ours! Ours! ",The Return of the King ,80.0,16.0,POSITIVE,0.9985045194625854
2133,SMEAGOL,We must get the precious! We must get it back! ,The Return of the King ,47.0,10.0,NEGATIVE,0.9924277663230896
2134,GOLLUM,Patience! Patience my love! First we must lead them to her! ,The Return of the King ,60.0,11.0,POSITIVE,0.8914209604263306
2135,SMEAGOL,We lead them to the winding stair. ,The Return of the King ,35.0,7.0,POSITIVE,0.9893101453781128
2136,GOLLUM,"Yes, the stairs and then? ",The Return of the King ,26.0,5.0,POSITIVE,0.9762598872184753
2137,SMEAGOL,"Up, up, up the stairs we go until we come to the tunnel. ",The Return of the King ,57.0,13.0,POSITIVE,0.817735493183136
2138,GOLLUM,"And when they go in, there's no coming out. She's always hungry. She     always needs to' feed. She must eat. All she gets is filthy Orcses. ",The Return of the King ,141.0,26.0,NEGATIVE,0.9973722696304321
2139,SMEAGOL,"And they doesn't taste very nice, does they Precious? ",The Return of the King ,54.0,9.0,NEGATIVE,0.9996910095214844
2140,GOLLUM,"No, not very nice at all, my love. She hungers for sweeter meats.    ,     Hobbit meat. And when she throws away the bones and the empty clothes     , then we will find it. ",The Return of the King ,173.0,33.0,NEGATIVE,0.9076570272445679
2141,SMEAGOL,And take it for Meee! ,The Return of the King ,22.0,5.0,POSITIVE,0.9997057318687439
2142,GOLLUM,For us. ,The Return of the King ,8.0,2.0,POSITIVE,0.9994712471961975
2143,SMEAGOL,"Yes, we meant for us! Gollum, gollum. The precious will be ours once the Hobbitses are dead! ",The Return of the King ,93.0,17.0,POSITIVE,0.996187150478363
2144,MERRY AND PIPPIN,Frodo! Frodo! ,The Fellowship of the Ring ,14.0,2.0,POSITIVE,0.8066984415054321
2145,SAM,"Strider! , Get off him!     ",The Fellowship of the Ring ,28.0,5.0,NEGATIVE,0.526752233505249
2146,MERRY,Aragorn! ,The Fellowship of the Ring ,9.0,1.0,POSITIVE,0.9948139190673828
2147,MERRY,Frodo! ,The Fellowship of the Ring ,7.0,1.0,POSITIVE,0.9916398525238037
2148,FRODO,Strider! ,The Fellowship of the Ring ,9.0,1.0,POSITIVE,0.9994210004806519
2149,GANDALF,Into the Mines! ,The Fellowship of the Ring ,16.0,3.0,NEGATIVE,0.9403411746025085
2150,BOROMIR,Legolas!  ,The Fellowship of the Ring ,10.0,1.0,POSITIVE,0.99940025806427
2151,GANDALF,"We now have but one choice, we must face the long dark of     Moria.  Be on your guard, there are older and fouler things than orcs     in the deep places of the world  ",The Fellowship of the Ring ,169.0,33.0,NEGATIVE,0.9923847913742065
2152,GANDALF,"The wealth of Moria is not in gold, or jewels, but Mithril ",The Fellowship of the Ring ,59.0,12.0,NEGATIVE,0.9865109920501709
2153,GANDALF,Bilbo had a shirt of mithril rings that Thorin gave him ,The Fellowship of the Ring ,56.0,11.0,NEGATIVE,0.6485337615013123
2154,GIMLI,Aww that was a Kingly gift ,The Fellowship of the Ring ,27.0,6.0,POSITIVE,0.9956356883049011
2155,GANDALF,"Yes.  I never told him, but its worth was greater than     the value of The Shire!  ",The Fellowship of the Ring ,84.0,16.0,POSITIVE,0.9995926022529602
2156,MERRY,Pippin! ,The Fellowship of the Ring ,8.0,1.0,POSITIVE,0.9990719556808472
2157,GANDALF,I've no memory of this place ,The Fellowship of the Ring ,29.0,6.0,NEGATIVE,0.9992627501487732
2158,PIPPIN,Are we lost ? ,The Fellowship of the Ring ,14.0,4.0,NEGATIVE,0.9886475205421448
2159,SAM,Frodo! Come on! ,The Fellowship of the Ring ,16.0,3.0,POSITIVE,0.9946223497390747
2160,PIPPIN,Frodo! ,The Fellowship of the Ring ,7.0,1.0,POSITIVE,0.9916398525238037
2161,SAM,Come on faster! ,The Fellowship of the Ring ,16.0,3.0,POSITIVE,0.9974230527877808
2162,FRODO,How far to the nearest crossing ? ,The Fellowship of the Ring ,34.0,7.0,NEGATIVE,0.9893827438354492
2163,MERRY,"     The Brandywine Bridge, twenty miles. ",The Fellowship of the Ring ,42.0,5.0,POSITIVE,0.9514124393463135
